City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,chokurdakh,70.6333,147.9167,-40.14,100,91,5.91,RU,1674330771
1,meulaboh,4.1363,96.1285,73.51,90,99,3.51,ID,1674330771
2,bambous virieux,-20.3428,57.7575,77.25,88,40,3.44,MU,1674330772
3,qaanaaq,77.484,-69.3632,-29.9,61,39,7.47,GL,1674330772
4,halifax,44.6453,-63.5724,29.5,80,94,10.0,CA,1674330600
5,puerto ayora,-0.7393,-90.3518,82.36,92,21,7.0,EC,1674330773
6,uarini,-2.99,-65.1083,85.46,66,30,4.52,BR,1674330773
7,berlevag,70.8578,29.0864,30.2,74,100,16.11,NO,1674330773
8,galveston,29.3669,-94.9669,55.96,91,100,5.01,US,1674330774
9,glendive,47.1053,-104.7125,36.48,69,0,10.36,US,1674330774
10,bredasdorp,-34.5322,20.0403,67.21,77,2,5.26,ZA,1674330774
11,esperance,-33.8667,121.9,61.18,76,3,16.42,AU,1674330775
12,imbituba,-28.24,-48.6703,76.14,87,100,11.54,BR,1674330775
13,mabaruma,8.2,-59.7833,71.06,99,100,5.97,GY,1674330775
14,ribeira grande,38.5167,-28.7,63.0,88,20,7.0,PT,1674330776
15,albany,42.6001,-73.9662,33.17,77,98,3.0,US,1674330776
16,jamestown,42.097,-79.2353,32.02,68,100,9.22,US,1674330692
17,thinadhoo,0.5333,72.9333,80.71,72,91,15.19,MV,1674330776
18,ahipara,-35.1667,173.1667,69.04,79,5,2.04,NZ,1674330777
19,guerrero negro,27.9769,-114.0611,62.58,33,4,5.59,MX,1674330670
20,punta arenas,-53.15,-70.9167,62.71,39,0,24.16,CL,1674330777
21,barrow,71.2906,-156.7887,-2.18,78,100,9.22,US,1674330778
22,kampong cham,11.9934,105.4635,72.43,77,100,7.18,KH,1674330778
23,puerto escondido,15.85,-97.0667,84.11,54,5,9.4,MX,1674330778
24,caravelas,-17.7125,-39.2481,81.1,76,100,7.7,BR,1674330779
25,ushuaia,-54.8,-68.3,58.62,71,75,12.66,AR,1674330704
26,nanortalik,60.1432,-45.2371,11.1,65,0,21.79,GL,1674330779
27,cape town,-33.9258,18.4232,72.37,62,0,3.44,ZA,1674330780
28,mar del plata,-38.0023,-57.5575,83.82,72,75,16.11,AR,1674330686
29,saskylakh,71.9167,114.0833,-36.72,97,65,3.44,RU,1674330780
30,saint george,37.1041,-113.5841,42.44,48,0,5.75,US,1674330597
31,los llanos de aridane,28.6585,-17.9182,62.13,63,40,18.99,ES,1674330781
32,sitka,57.0531,-135.33,37.76,98,100,9.6,US,1674330781
33,hermanus,-34.4187,19.2345,65.8,87,0,8.95,ZA,1674330781
34,ancud,-41.8697,-73.8203,59.94,93,100,8.55,CL,1674330782
35,khatanga,71.9667,102.5,-40.31,94,19,3.22,RU,1674330782
36,isangel,-19.55,169.2667,80.71,89,75,3.44,VU,1674330782
37,pevek,69.7008,170.3133,-32.39,100,100,4.7,RU,1674330783
38,chuy,-33.6971,-53.4616,74.1,93,99,2.37,UY,1674330783
39,goure,13.9835,10.2704,71.4,13,0,7.63,NE,1674330784
40,xocali,39.913,46.7903,37.24,90,100,1.48,AZ,1674330784
41,chinsali,-10.5414,32.0816,60.66,97,100,1.97,ZM,1674330784
42,tasiilaq,65.6145,-37.6368,-1.35,81,100,13.6,GL,1674330785
43,bluff,-46.6,168.3333,54.01,68,68,14.16,NZ,1674330785
44,victoria,22.2855,114.1577,64.26,84,100,5.01,HK,1674330783
45,new norfolk,-42.7826,147.0587,58.5,88,98,1.3,AU,1674330785
46,faya,18.3851,42.4509,55.51,79,19,2.17,SA,1674330786
47,kabare,-2.4683,28.8242,59.49,95,100,2.84,CD,1674330786
48,fuerte olimpo,-21.0415,-57.8738,97.95,31,83,8.59,PY,1674330786
49,rikitea,-23.1203,-134.9692,79.05,75,15,20.04,PF,1674330787
50,tuktoyaktuk,69.4541,-133.0374,-0.4,78,100,4.61,CA,1674330787
51,necochea,-38.5473,-58.7368,75.18,61,92,17.47,AR,1674330788
52,buin,-33.7333,-70.75,91.44,20,0,14.09,CL,1674330505
53,fallon,39.4735,-118.7774,31.1,68,0,0.0,US,1674330788
54,mahon,39.8885,4.2658,45.16,53,20,10.36,ES,1674330788
55,whitley bay,55.0397,-1.4471,32.2,88,0,3.44,GB,1674330789
56,kaitangata,-46.2817,169.8464,55.18,63,32,8.08,NZ,1674330789
57,ca mau,9.1769,105.15,75.81,83,89,5.32,VN,1674330790
58,nikolskoye,59.7035,30.7861,21.09,98,41,3.76,RU,1674330790
59,dikson,73.5069,80.5464,-5.21,93,100,29.68,RU,1674330790
60,san carlos de bariloche,-41.1456,-71.3082,72.25,42,40,19.57,AR,1674330791
61,talisayan,6.9872,121.9272,76.37,86,100,4.79,PH,1674330791
62,port blair,11.6667,92.75,78.84,78,40,4.61,IN,1674330792
63,thompson,55.7435,-97.8558,14.16,92,20,6.91,CA,1674330792
64,sorong,-0.8833,131.25,79.59,82,100,8.34,ID,1674330793
65,kropotkin,45.4375,40.5756,40.5,74,100,13.82,RU,1674330793
66,mocajuba,-2.5842,-49.5072,79.38,93,85,2.98,BR,1674330793
67,port-gentil,-0.7193,8.7815,82.36,78,20,6.91,GA,1674330794
68,east london,-33.0153,27.9116,76.33,92,87,9.48,ZA,1674330794
69,severo-kurilsk,50.6789,156.125,15.6,77,100,4.03,RU,1674330794
70,nouadhibou,20.931,-17.0347,66.18,68,2,17.27,MR,1674330795
71,egvekinot,66.3167,-179.1667,-33.57,92,13,4.59,RU,1674330795
72,altay,47.8667,88.1167,-11.79,72,17,7.16,CN,1674330795
73,victoria point,-27.5833,153.3,68.43,88,39,6.91,AU,1674330796
74,the valley,18.217,-63.0578,80.82,65,40,14.97,AI,1674330611
75,singaraja,-8.112,115.0882,78.42,84,59,4.0,ID,1674330755
76,avarua,-21.2078,-159.775,82.45,74,20,10.36,CK,1674330643
77,kargasok,59.0556,80.8572,-13.59,81,97,12.77,RU,1674330796
78,maniitsoq,65.4167,-52.9,-3.77,91,100,17.05,GL,1674330797
79,maracanau,-3.8767,-38.6256,82.06,74,20,10.36,BR,1674330797
80,lagoa,39.05,-27.9833,59.41,83,100,17.78,PT,1674330797
81,yulara,-25.2406,130.9889,73.65,26,2,11.25,AU,1674330798
82,muroto,33.2833,134.15,46.27,64,27,8.72,JP,1674330798
83,richards bay,-28.783,32.0377,75.67,88,3,11.39,ZA,1674330799
84,talaya,61.3833,152.75,-28.52,99,100,4.7,RU,1674330799
85,naze,28.3667,129.4833,58.12,70,54,11.88,JP,1674330799
86,mataura,-46.1927,168.8643,54.79,60,13,5.12,NZ,1674330800
87,lasa,46.6166,10.7002,18.34,93,96,8.25,IT,1674330800
88,green river,41.5286,-109.4662,15.98,68,93,3.0,US,1674330801
89,cherskiy,68.75,161.3,-40.27,100,100,5.79,RU,1674330801
90,lebu,-37.6167,-73.65,63.88,76,4,14.32,CL,1674330801
91,hobart,-42.8794,147.3294,58.86,94,75,5.75,AU,1674330511
92,takoradi,4.8845,-1.7554,81.1,80,77,11.65,GH,1674330802
93,busselton,-33.65,115.3333,77.13,44,67,11.07,AU,1674330802
